sentence,episode,matched_name,cleaned_sentence
and then... then...! i always try to get his official seal but... he just doesn't accept! no matter what attack i use he's always a step ahead of me!,348,lola,try official seal accept matter attack use step ahead
"lola, that's because you're doing it wrong. you're way too naive.",348,nami,lola wrong way naive
what do you mean?,348,lola,mean
of course you can't put his seal on while he's conscious. if you do it while he's sleeping-,348,nami,course seal conscious sleeping
attack while he's sleeping?! is that ok!? as a human being?!,348,lola,attack sleep human
"but, aren't you a zombie, lola?",348,nami,zombie lola
that's mean! it's too low!,348,lola,mean low
it's alright as long as he's sleeping and doesn't notice.,348,nami,alright long sleeping notice
"oi, namizou. can we get out of here now?",348,usopp,namizou
"by the way, lola... i dropped something earlier in the treasure storehouse... i want it back but, i can't remember the way. can you tell me?",348,nami,way lola drop earlier treasure storehouse want remember way tell
silly you. but it's fine. the closest way is right through lady pelona's room over there. do you see it? see that incredibly high tower over there? if you go straight that way you will come across the stairs that lead to it.,348,lola,silly fine close way lady pelona room incredibly high tower straight way come stair lead
she's completely taken in... she's not gonna come out of it.,348,usopp,completely come
so nami was a man all along... i always thought she acted kinda manly.,348,tony tony chopper,nami man think act kinda manly
"oi nami, that guy has caught up to us.",348,usopp,nami catch
"really?! lola! attack chance! i'll never meet him again, so you'll be fine! do your best! you two will be the best couple!",348,nami,really lola attack chance meet fine best best couple
"i'll do my best! thank you, nami! i'm full of courage now! absalom!",348,lola,best thank nami courage absalom
lola!,348,absalom,lola
"you two, this is our chance!",348,nami,chance
"the wild boar didn't harm nami after all. nami, you're incredible!",348,tony tony chopper,wild boar harm nami nami incredible
"if you talk to her, you'll realize she's not so bad after all.",348,nami,talk realize bad
you have a weird look again!,348,usopp,weird look
"stop messing around! what's with this ""master"" stuff?! let me out of here this instant! let me out, damn it! let me out! who're you?! oi, let go of me! o-oi, stop! i hope you're all prepared! i'm definitely gonna beat the hell out of you! damn... who're these guys anyway...?",348,monkey d. luffy,stop messing master stuff instant damn ooi stop hope prepared definitely beat hell damn
not a single treasure chest in the whole ship?!,348,perona,single treasure chest ship
"yes, there are some, but they're almost empty. all's left is just a small amount of money.",348,wall zombie,yes leave small money
"i'm surprised that these two ships gave us almost no spoils. is this really the ship of the man who beat crocodile? well, it's fine. carry out some rations, if there are any.",348,perona,surprised ship spoil really ship man beat crocodile fine carry ration
yes.,348,wall zombie,yes
hildon.,348,perona,hildon
the master? what for?,348,perona,master
number 900?! are you serious?!,348,perona,number 900
who're you? you're one huge bastard.,348,monkey d. luffy,huge bastard
so you are strawhat luffy. you're very energetic it seems.,348,gecko moria,strawhat luffy energetic
you must be that idiot called moria.,348,monkey d. luffy,idiot moria
not bad for a guess. not bad. as expected from someone worth 300 million. you too shall become one of my subordinates very soon.,348,gecko moria,bad guess bad expect worth 300 million shall subordinate soon
subordinate?! don't mess around! who the hell are you?!,348,monkey d. luffy,subordinate mess hell
"who am i? who am i, you ask? i am... the future pirate king!",348,gecko moria,ask future pirate king
"ab-sama! absalom, you bastard! come out and marry me! you disappeared and ran again, didn't you?!",348,lola,absama absalom bastard come marry disappear run
did we lose him?,348,usopp,lose
probably. surely lola... he's here! he's heading straight this way!,348,nami,probably surely lola head straight way
this way! hurry get inside.,348,usopp,way hurry inside
what's this?,348,nami,
"who cares, let's just hide in it!",348,usopp,care hide
"strange... there's nowhere else they could have run to. oi, bearsy!",348,absalom,strange run bearsy
"wait, my issues come first. have three pirates come through here?",348,absalom,wait issue come pirate come
absalom! what're you doing here? this is my room.,348,perona,absalom room
pelona.,348,absalom,pelona
"don't talk, bearsy! how many times do i have to tell you?!",348,perona,talk bearsy time tell
be quiet! don't speak.,348,perona,quiet speak
you are as severe as ever with bearsy... sevearsy.,348,absalom,severe bearsy sevearsy
"quiet, he's my subordinate. more importantly, have you heard? the master is calling for us.",348,perona,quiet subordinate importantly hear master
did something happen?,348,absalom,happen
did something happen? i'll tell you what happened! number 900 is gonna be awakened.,348,perona,happen tell happen number 900 awaken
the 900?! did he capture that 300 million man?!,348,absalom,900 capture 300 million man
"somehow, we're still barely hiding from them. it's a miracle.",348,nami,barely hide miracle
"then again, why're we hiding in such place?!",348,tony tony chopper,hide place
"we had no choice! i didn't think that beast man would catch up with us so fast! moreover, i don't think that guy's a zombie. we'll get outta here once we get the chance, alright?",348,usopp,choice think beast man catch fast think zombie outta chance alright
what is it?,348,absalom,
trespasser?,348,absalom,trespasser
what?! someone... fell from the sky.,348,wall zombie,fell sky
"oi, what was it that fell just now?",348,franky,fell
could it be...,348,nico robin,
"well... i can tell by looking at the mark... that idiot, just where did he fall from? it can't be helped... shall we give him a hand?",348,franky,tell look mark idiot fall help shall hand
"first, let's do something about this guy. you, buy me some time.",348,franky,buy time
what're you gonna do?,348,nico robin,
these are some fine stone pillars you have here. i'm gonna make a little weapon.,348,franky,fine stone pillar make little weapon
from the glands in his hands... seis fleur...,348,nico robin,gland hand seis fleur
slap.,348,nico robin,slap
"yosh, nico robin, i'm ready. step back.",348,franky,yosh nico robin ready step
what is that?,348,nico robin,
"what, i just took the iron nunchucks i was carrying and jammed them in these pillars. with a monster this huge, you need an equally huge weapon. heavy nunchaku!",348,franky,iron nunchucks carry jam pillar monster huge need equally huge weapon heavy nunchaku
"tararan's having a hard time. who are these guys? anyway, let's go upstairs. hurry.",348,wall zombie,tararan hard time upstairs hurry
weapons... left! nico robin! what're those things?!,348,franky,weapon leave nico robin thing
i'm sorry... i let my guard down. i hadn't thought there were other spiders.,348,nico robin,sorry guard think spider
d-damn it!,348,franky,ddamn
"going to deliver bink's sake... doing as one pleases, following the sea breeze between the waves... on the other side of the tide, alarmed at the setting sun... drawing a circle in the sky, the song of a bird.",348,brook,deliver bink sake pleases follow sea breeze wave tide alarm setting sun draw circle sky song bird
"my, my, it seems that everyone has come to this island.",348,brook,come island
how did you get here from below?,348,nico robin,
"i jumped. i'm very light after all. if you've come, then i suppose there's no choice. i'll tell you all about this island.",348,brook,jump light come suppose choice tell island
"oi, skeleton!",348,franky,skeleton
"yes, yes. it's alright... i've put an end to the battle. hanauta sanchou... yahazu giri!",348,brook,yes yes alright end battle hanauta sanchou yahazu giri
strawhat...! i've finally obtained the power of a 300 million man!,348,gecko moria,strawhat finally obtain power 300 million man
the master? what for?,349,perona,master
absalom! what're you doing here? this is my room.,349,perona,absalom room
"don't talk, bearsy! how many times do i have to tell you?!",349,perona,talk bearsy time tell
you are as severe as ever with bearsy... sevearsy.,349,absalom,severe bearsy sevearsy
"more importantly, have you heard? the master is calling for us.",349,perona,importantly hear master
"somehow, we're still barely hiding from them. it's a miracle.",349,nami,barely hide miracle
"then again, why're we hiding in such a place?!",349,tony tony chopper,hide place
"we had no choice! i didn't think that beastman would catch up with us so fast! moreover, i don't think that guy's a zombie. we'll get outta here once we get the chance, alright?",349,usopp,choice think beastman catch fast think zombie outta chance alright
what is it?,349,absalom,
trespasser?,349,absalom,trespasser
what?!,349,wall zombie,
weapons left! nico robin!,349,franky,weapon leave nico robin
"my, my, it seems that everyone has come to this island.",349,brook,come island
how did you get here from below?,349,nico robin,
